Annual Turnover,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Ambience,Lively,Service,Comfortablility,Privacy,Cuisine1,Cuisine2
37500000,143,0,733912,89.0,1,97.6,1,1,1,1,2.0,0,2,4,0,8,5,4,5,9,10.0,4.0,3.0,4.0,7.0,8,5,3,5,2,18
18000000,133,1,734397,63.0,2,62.0,0,1,1,1,2.0,0,0,2,0,2,3,5,5,5,10.0,4.0,3.0,4.0,4.0,4,4,6,4,13,10
56500000,0,1,733659,91.0,1,84.33,1,1,1,1,2.0,3,2,3,1,2,6,5,5,8,9.0,4.0,5.0,4.0,5.0,7,5,3,3,13,10
67000000,15,1,732509,91.2,2,81.2,1,1,0,1,2.0,0,2,3,0,3,5,5,4,10,9.0,5.0,3.0,4.0,7.0,8,6,2,5,8,13
32500000,133,0,733951,87.0,2,80.5,0,1,1,1,2.0,0,16,3,0,1,4,4,2,5,7.0,4.0,3.0,4.0,6.0,9,6,4,9,2,16
35000000,126,1,732769,61.6,1,57.83,0,1,0,1,2.0,0,2,0,0,7,6,4,5,10,10.0,4.0,3.0,4.0,4.0,6,4,3,6,2,18
42000000,14,1,734706,78.67,1,73.6,0,0,1,1,2.0,0,23,2,0,4,6,4,5,7,8.0,4.0,3.0,4.0,5.0,6,3,5,6,5,19
36500000,38,1,733782,92.09,1,93.41,0,1,1,1,2.0,0,16,4,0,2,5,5,4,6,10.0,4.0,3.0,4.0,7.0,8,5,3,6,9,20
11500000,133,1,734240,73.0,1,72.0,1,1,1,1,2.0,0,16,3,0,1,5,3,3,6,7.0,4.0,3.0,4.0,5.0,10,4,7,6,3,11
32500000,115,0,733962,81.46,1,79.33,1,1,1,1,2.0,0,0,2,0,2,4,4,5,8,10.0,4.0,3.0,4.0,8.0,5,2,5,6,2,18
22000000,133,0,733887,87.8,2,74.5,1,1,1,1,2.0,0,0,3,0,3,6,5,5,9,9.0,4.0,3.0,5.0,5.0,9,5,4,7,1,4
25000000,78,1,733859,73.5,1,77.23,1,0,1,1,2.0,0,0,3,1,1,3,5,7,10,10.0,4.0,3.0,4.0,9.0,7,4,0,4,7,20
60000000,152,1,733844,94.8,2,81.2,1,1,1,1,1.0,0,22,5,0,3,6,5,7,7,9.0,3.0,3.0,4.0,6.0,5,4,4,6,7,20
20500000,2,1,734604,81.86,2,74.4,1,1,0,1,2.0,0,2,4,0,2,5,5,6,6,9.0,5.0,3.0,4.0,10.0,10,6,0,9,10,9
17000000,72,0,733881,83.5,1,92.5,1,1,0,1,2.0,0,16,3,1,5,4,5,6,9,9.0,4.0,4.0,4.0,9.0,10,1,0,8,13,10
57500000,72,1,733392,79.6,2,72.8,1,1,1,1,2.0,0,2,2,1,8,6,6,5,6,9.0,4.0,3.0,5.0,7.0,8,5,2,7,13,10
19000000,0,0,733554,73.0,1,56.0,1,1,1,0,2.0,2,2,3,0,4,4,4,4,6,10.0,4.0,3.0,4.0,6.0,6,4,5,8,13,10
12000000,72,1,734631,79.0,1,89.2,1,0,1,1,2.0,0,0,3,0,4,3,5,3,6,8.0,4.0,3.0,4.0,8.0,9,8,5,7,3,24
13000000,38,1,734163,81.0,1,77.0,1,1,1,1,2.0,0,2,2,0,10,5,5,2,10,7.0,3.0,3.0,4.0,9.0,10,7,1,9,3,11
32500000,143,1,734184,92.4,2,83.4,1,1,1,0,2.0,0,2,3,0,2,7,7,6,10,7.0,5.0,3.0,3.0,10.0,10,6,0,9,2,16
24000000,0,1,733071,73.8,2,71.0,1,1,1,1,2.0,0,22,1,0,3,6,5,5,9,9.0,5.0,3.0,4.0,8.0,7,6,2,9,12,22
15000000,63,0,733526,86.2,2,69.8,1,1,1,1,2.0,0,16,2,0,3,5,4,5,6,7.0,4.0,3.0,4.0,8.0,8,4,5,8,3,11
61500000,133,0,733936,71.0,1,74.8,1,1,1,1,2.0,0,2,2,0,9,5,5,6,10,9.0,5.0,3.0,4.0,3.0,1,4,5,4,10,17
42000000,2,1,733289,79.8,1,81.0,1,0,1,1,2.0,0,16,3,0,10,4,5,6,7,10.0,4.0,3.0,4.0,9.0,7,3,0,5,2,18
11000000,89,1,734676,81.83,1,89.1,1,1,0,1,2.0,0,16,2,0,2,4,5,4,7,9.0,4.0,3.0,4.0,8.0,9,5,0,6,6,23
35000000,72,1,733949,90.4,2,79.8,0,1,1,1,1.0,0,2,3,1,5,5,5,6,10,9.0,5.0,3.0,4.0,2.0,7,2,8,3,2,18
38000000,72,1,734481,89.33,1,97.0,0,1,1,0,2.0,0,16,3,0,5,5,5,6,5,6.0,4.0,2.0,4.0,8.0,7,4,3,6,8,13
15000000,61,1,733083,69.0,1,50.0,1,1,1,1,2.0,0,16,2,1,5,3,2,4,7,7.0,1.0,3.0,4.0,7.0,3,5,5,7,12,22
18000000,143,1,733530,69.2,2,64.4,1,0,1,1,2.0,0,16,2,0,5,4,3,3,9,8.0,4.0,3.0,4.0,7.0,9,8,10,8,1,4
20000000,63,1,733154,64.0,1,64.0,1,0,1,1,2.0,0,16,2,0,7,5,4,6,8,6.0,4.0,2.0,4.0,4.0,2,2,3,2,10,17
17000000,98,0,734238,67.0,2,67.0,1,1,1,1,2.0,0,24,3,0,2,4,4,3,10,10.0,4.0,3.0,4.0,4.0,7,3,6,6,3,11
21000000,0,1,733958,71.1,1,64.2,1,0,1,1,2.0,0,16,3,0,10,5,4,5,10,9.0,4.0,4.0,4.0,5.0,6,6,4,6,2,16
36000000,63,1,734606,84.6,2,74.4,1,1,1,0,2.0,0,2,2,0,5,5,4,6,9,10.0,5.0,3.0,4.0,7.0,9,0,2,8,14,18
19000000,126,1,733682,61.73,1,60.0,1,1,1,0,2.0,0,2,2,0,10,4,3,3,8,7.0,3.0,3.0,4.0,6.0,6,7,4,5,2,16
23500000,36,1,734400,78.16,2,64.83,1,0,1,1,2.0,0,2,2,0,7,5,5,4,10,9.0,4.0,3.0,4.0,6.0,8,7,7,8,3,11
35000000,133,1,734216,88.0,2,88.0,1,1,1,1,2.0,0,0,3,0,4,4,5,6,8,7.0,5.0,3.0,3.0,8.0,6,5,1,6,9,20
33500000,15,1,733768,77.22,1,75.66,1,0,1,1,2.0,0,16,3,1,6,3,4,5,6,9.0,4.0,4.0,4.0,6.0,7,4,3,6,2,18
35500000,15,0,733746,92.0,1,94.9,1,1,1,1,2.0,0,2,3,1,5,5,4,6,8,9.0,5.0,3.0,4.0,6.0,6,4,3,5,3,24
43000000,30,1,733859,86.0,1,96.5,1,1,0,1,2.0,0,16,3,0,5,5,6,7,9,9.0,5.0,4.0,4.0,3.0,4,4,6,4,8,13
30000000,78,1,733264,58.0,1,59.0,1,1,0,1,2.0,2,2,3,0,9,3,3,5,10,9.0,6.0,3.0,4.0,8.0,8,4,4,7,2,18
20000000,63,0,732907,84.0,2,71.0,1,1,0,1,2.0,0,16,3,0,9,5,4,3,6,9.0,3.0,5.0,4.0,7.0,7,6,5,6,6,6
42000000,131,1,732682,82.0,2,75.8,1,1,1,1,1.0,3,22,4,0,6,6,5,7,7,9.0,4.0,3.0,4.0,3.0,8,3,3,4,5,19
22000000,75,1,733948,91.6,1,76.0,0,1,1,1,2.0,0,0,3,0,2,5,5,4,8,9.0,4.0,3.0,4.0,7.0,6,3,3,6,4,17
35000000,15,1,734359,82.6,2,68.4,1,1,1,1,2.0,0,16,3,0,6,5,5,5,8,9.0,4.0,3.0,4.0,8.0,5,4,4,4,15,25
25000000,38,1,734230,70.14,2,75.2,1,1,1,1,2.0,0,16,4,0,8,6,6,5,7,9.0,6.0,3.0,4.0,7.0,8,3,2,6,2,18
20000000,16,1,734238,52.0,1,65.8,1,1,1,1,2.0,0,16,2,0,10,2,3,2,6,9.0,3.0,4.0,4.0,3.0,6,8,6,4,2,16
30000000,125,1,734301,86.2,2,82.0,0,1,1,1,1.0,0,16,3,1,3,6,5,5,9,8.0,3.0,3.0,4.0,3.0,3,1,5,3,14,18
34000000,115,1,734048,76.6,2,82.2,1,1,1,1,2.0,0,2,3,0,3,5,6,7,7,9.0,5.0,3.0,4.0,4.0,6,3,4,2,2,18
45000000,63,0,733743,81.4,2,83.6,1,1,1,1,2.0,0,0,3,0,5,5,5,5,8,10.0,4.0,3.0,4.0,1.0,8,3,5,6,2,18
103000000,15,0,733776,91.2,2,84.8,1,1,0,1,1.0,0,2,5,0,4,6,5,7,7,9.0,6.0,3.0,4.0,6.0,8,5,0,4,10,9
35500000,0,1,734445,80.0,1,85.6,1,1,1,1,2.0,0,0,5,1,8,4,5,4,10,9.0,6.0,3.0,6.0,6.0,8,5,1,6,2,18
18000000,38,0,733375,65.0,1,52.0,1,1,0,1,2.0,2,2,3,1,4,3,2,2,7,6.0,3.0,3.0,4.0,3.0,3,1,4,2,3,11
21000000,143,1,733167,76.0,2,74.0,1,1,1,1,2.0,0,2,3,1,8,3,3,3,10,7.0,3.0,3.0,4.0,7.0,8,6,2,8,6,6
15000000,15,1,734487,63.8,2,62.33,0,1,1,1,2.0,0,24,3,0,6,5,4,3,6,9.0,3.0,3.0,3.0,8.0,9,9,1,8,15,25
24000000,78,1,733329,46.8,1,72.48,1,0,0,1,2.0,0,2,1,1,4,4,5,6,10,9.0,5.0,3.0,4.0,4.0,6,4,7,5,2,16
11000000,61,1,732837,82.8,2,78.4,1,1,1,1,2.0,0,9,2,0,7,4,5,6,5,7.0,4.0,2.0,4.0,4.0,7,6,5,7,7,20
30000000,15,0,733927,82.2,2,71.6,1,1,1,1,2.0,0,16,3,0,3,5,4,4,9,10.0,4.0,3.0,4.0,3.0,6,4,5,6,2,18
30000000,38,1,734231,79.3,1,92.9,1,1,1,1,2.0,0,16,4,0,1,4,5,6,9,9.0,4.0,4.0,4.0,8.0,8,5,7,7,10,9
24000000,0,1,733990,71.0,1,63.0,1,1,1,1,2.0,0,16,2,0,7,5,4,5,10,7.0,4.0,2.0,4.0,6.0,8,5,2,6,14,18
14500000,72,0,734349,83.33,1,93.5,1,1,1,1,2.0,0,16,2,0,4,5,4,3,7,9.0,4.0,3.0,4.0,7.0,5,4,4,8,15,25
50000000,98,1,732817,81.7,1,75.8,1,1,1,1,2.0,0,2,3,0,7,4,2,4,10,10.0,4.0,3.0,4.0,4.0,4,4,4,9,2,18
18000000,63,1,733834,68.6,2,66.4,1,1,0,1,2.0,0,16,2,0,2,3,5,5,5,10.0,4.0,3.0,4.0,7.0,4,3,3,5,6,17
20000000,120,1,733685,80.0,1,79.3,1,1,1,1,2.0,0,2,2,0,10,5,6,4,6,7.0,5.0,3.0,3.0,7.0,6,7,2,5,2,18
18000000,131,1,734081,74.0,2,68.0,1,1,1,1,2.0,0,2,2,0,4,4,5,5,7,10.0,4.0,3.0,4.0,7.0,9,5,2,6,2,18
30000000,38,0,733119,86.0,1,84.0,0,1,1,1,2.0,0,0,3,1,5,6,3,4,8,7.0,3.0,3.0,4.0,9.0,7,4,0,6,9,20
36000000,0,1,733313,75.0,1,63.0,1,1,1,0,2.0,0,0,2,0,10,5,5,4,10,8.0,4.0,3.0,4.0,3.0,6,1,4,6,9,20
51000000,183,1,733463,70.2,1,68.4,1,1,1,1,1.0,0,16,2,0,8,5,4,5,9,6.0,3.0,2.0,4.0,5.0,6,6,2,6,1,4
21000000,72,0,734003,86.0,1,92.8,0,0,1,1,2.0,0,2,2,1,1,4,4,5,8,10.0,4.0,3.0,4.0,7.0,7,1,3,5,2,18
9500000,98,0,733708,72.75,1,65.4,1,1,1,1,2.0,0,2,3,1,5,4,5,5,5,9.0,4.0,3.0,5.0,8.0,6,5,2,6,2,16
21000000,173,0,734210,85.0,1,94.6,1,1,0,1,2.0,0,23,4,0,10,5,5,4,8,9.0,4.0,3.0,4.0,5.0,10,4,3,8,3,11
45000000,115,1,732824,73.0,1,68.69,1,0,1,1,2.0,0,23,2,0,6,3,4,4,9,7.0,4.0,3.0,4.0,8.0,8,7,3,8,1,4
24000000,75,1,734389,82.0,2,72.0,1,1,0,1,2.0,0,2,4,0,3,7,5,4,7,9.0,5.0,3.0,4.0,8.0,9,5,2,1,4,17
14000000,29,1,733731,76.2,2,75.8,1,1,1,1,2.0,0,16,2,0,7,5,4,5,9,8.0,4.0,3.0,3.0,4.0,6,5,1,3,5,19
22500000,15,1,733042,69.0,1,50.0,1,0,1,1,2.0,0,0,2,1,10,4,3,3,10,8.0,4.0,3.0,4.0,9.0,4,3,3,2,3,11
42000000,144,0,732772,84.8,1,78.66,1,1,0,1,2.0,0,2,2,0,7,4,5,4,7,7.0,3.0,3.0,4.0,7.0,7,6,5,8,2,18
18000000,133,1,734427,77.0,1,70.92,1,1,1,0,2.0,0,16,3,1,3,3,4,2,10,8.0,4.0,3.0,4.0,9.0,7,6,4,6,1,4
45500000,38,0,733853,76.0,1,78.0,1,1,1,1,2.0,0,0,3,0,5,4,5,3,10,7.0,3.0,3.0,4.0,8.0,8,1,1,6,6,23
37500000,131,1,732908,68.0,2,59.2,1,1,1,1,2.0,0,16,2,0,4,3,4,4,5,7.0,4.0,3.0,4.0,3.0,3,2,6,7,15,25
10000000,15,1,733724,75.6,2,68.6,1,1,1,1,2.0,0,4,3,0,8,4,5,4,8,8.0,3.0,3.0,4.0,4.0,7,7,8,5,12,22
55000000,38,1,732978,71.0,1,71.0,1,1,1,1,2.0,0,2,3,0,6,5,5,6,8,9.0,6.0,3.0,4.0,5.0,7,5,3,4,15,25
35000000,38,1,734880,84.5,1,85.0,0,1,1,1,2.0,0,2,3,0,8,6,5,4,6,9.0,5.0,3.0,4.0,5.0,5,2,5,5,9,20
30000000,72,1,734318,86.8,1,92.5,1,1,1,1,2.0,0,2,3,1,2,5,5,6,7,9.0,5.0,3.0,4.0,7.0,6,5,1,7,2,18
12000000,44,0,733929,84.0,2,78.0,0,1,0,0,2.0,0,0,3,0,7,6,5,6,8,10.0,4.0,3.0,4.0,9.0,7,2,0,7,3,24
32500000,0,1,734002,79.6,2,70.2,1,1,1,1,2.0,0,16,3,0,5,5,6,7,8,10.0,4.0,3.0,4.0,4.0,7,5,2,6,2,18
32500000,15,1,734193,83.6,2,85.4,1,1,1,1,1.0,0,2,3,1,1,5,6,7,8,9.0,5.0,3.0,4.0,9.0,8,4,2,9,2,16
37000000,0,1,733588,74.6,2,73.4,1,1,1,0,2.0,0,0,3,0,6,5,4,6,10,9.0,5.0,3.0,4.0,9.0,9,8,3,10,2,16
60000000,15,1,732637,74.4,1,79.0,0,0,0,0,2.0,0,0,2,0,6,4,4,4,10,9.0,6.0,3.0,4.0,8.0,10,4,0,7,3,11
33500000,3,1,732839,82.2,1,82.6,1,1,1,0,2.0,0,2,3,0,4,3,3,3,9,7.0,3.0,3.0,4.0,8.0,6,4,5,6,2,16
14000000,38,1,733577,82.7,0,74.05,1,1,0,1,2.0,0,16,2,1,9,4,5,3,10,8.0,4.0,3.0,4.0,7.0,9,4,2,5,5,19
9000000,98,0,733590,81.0,1,76.0,0,1,1,1,2.0,0,0,4,0,9,6,5,3,7,9.0,5.0,3.0,5.0,6.0,8,3,6,7,7,20
11000000,0,1,733428,72.0,1,64.0,1,1,1,1,2.0,0,2,3,0,3,4,4,4,8,6.0,3.0,3.0,4.0,3.0,3,3,6,5,5,19
42000000,72,1,734650,82.33,1,90.9,1,1,1,1,2.0,0,16,4,0,8,5,5,5,7,7.0,3.0,2.0,4.0,7.0,7,5,3,8,2,18
30000000,63,1,733313,67.0,2,73.0,1,1,1,1,2.0,0,0,2,0,1,6,4,5,6,7.0,3.0,3.0,4.0,5.0,9,5,4,6,2,16
34500000,15,1,734679,87.33,1,91.9,0,1,0,1,2.0,0,16,2,1,4,4,5,6,6,9.0,4.0,4.0,4.0,7.0,6,4,5,5,2,16
42000000,36,1,733891,84.3,2,86.0,1,1,1,1,1.0,0,2,4,1,7,6,6,6,9,9.0,6.0,3.0,4.0,6.0,7,5,4,7,2,18
12000000,38,0,733863,79.0,1,79.4,1,1,1,1,2.0,0,16,3,1,10,3,4,3,9,7.0,4.0,2.0,4.0,5.0,5,6,3,6,8,13
24000000,0,1,733029,69.5,1,72.0,1,1,0,1,2.0,2,2,2,1,7,5,4,4,8,9.0,5.0,3.0,4.0,7.0,8,5,5,6,7,20
12000000,72,0,733855,84.6,1,69.5,1,1,1,0,2.0,0,0,2,1,6,5,3,3,6,7.0,3.0,3.0,4.0,4.0,5,4,8,6,6,23
32500000,15,1,733996,70.0,2,75.0,1,1,1,1,2.0,0,2,2,1,7,4,5,5,6,9.0,5.0,3.0,5.0,7.0,7,7,1,7,9,20
41500000,143,1,733287,87.0,1,83.0,0,0,0,0,2.0,0,2,3,0,10,4,4,6,7,8.0,4.0,3.0,4.0,3.0,6,5,7,6,12,22
42000000,0,1,731611,77.4,2,73.2,0,1,0,1,2.0,0,16,3,0,5,5,5,5,10,10.0,5.0,3.0,4.0,8.0,8,4,3,5,2,18
11000000,0,0,734036,78.0,1,79.8,1,1,1,0,2.0,0,9,3,0,1,4,4,1,5,6.0,3.0,3.0,4.0,6.0,5,6,4,4,15,25
33000000,38,0,734338,81.2,1,81.6,0,1,1,1,2.0,0,0,3,0,2,6,5,4,7,10.0,4.0,3.0,4.0,6.0,8,6,0,6,12,22
63000000,15,1,732948,84.16,1,80.4,1,1,1,1,2.0,0,24,2,1,2,5,4,4,8,6.0,3.0,2.0,4.0,4.0,6,5,8,4,2,18
30000000,72,0,734164,92.3,1,93.9,0,1,1,1,2.0,0,0,3,1,10,4,5,6,5,10.0,4.0,3.0,4.0,9.0,10,4,0,8,2,18
30000000,61,0,734905,80.0,2,81.0,1,0,0,1,2.0,0,16,4,0,8,3,4,3,6,7.0,4.0,2.0,4.0,6.0,6,4,8,9,6,17
30000000,170,1,734261,81.5,1,77.5,1,1,1,1,2.0,0,2,3,0,8,5,5,6,8,9.0,5.0,3.0,4.0,4.0,7,4,1,7,7,20
32500000,0,1,733514,93.8,2,76.0,1,0,0,1,1.0,0,16,3,1,4,6,4,6,10,7.0,4.0,2.0,4.0,10.0,10,8,3,7,2,18
33000000,72,1,734437,88.0,1,90.0,1,1,0,1,2.0,0,16,2,1,10,5,4,5,7,10.0,4.0,3.0,2.0,7.0,7,6,0,9,5,19
30000000,143,0,734737,93.0,1,88.2,0,0,1,1,2.0,0,16,5,0,3,5,5,5,8,6.0,3.0,1.0,4.0,7.0,7,4,3,9,2,16
45000000,98,0,733303,93.67,2,72.6,1,1,1,1,2.0,0,2,3,1,4,4,5,4,8,9.0,5.0,3.0,4.0,8.0,8,2,4,5,2,18
25000000,130,1,733128,63.0,1,52.7,1,1,1,1,2.0,0,2,1,0,2,3,3,3,8,6.0,2.0,3.0,4.0,1.0,1,2,6,2,6,23
18000000,131,1,733842,75.16,1,82.03,1,1,1,1,2.0,0,16,4,0,8,3,5,4,6,7.0,4.0,2.0,4.0,10.0,6,8,3,9,15,25
7000000,30,0,734049,81.0,2,53.0,1,1,1,1,2.0,0,2,2,0,6,6,6,4,8,10.0,3.0,3.0,4.0,6.0,8,7,5,6,5,19
35000000,143,0,734446,90.0,2,87.0,1,1,1,0,2.0,0,2,3,0,8,5,5,4,7,9.0,3.0,3.0,5.0,8.0,6,7,2,4,4,17
12000000,15,1,734621,75.0,1,60.4,0,0,1,1,2.0,0,9,3,1,9,3,4,5,5,8.0,4.0,3.0,4.0,5.0,3,3,3,6,5,19
30000000,38,0,734116,72.45,1,73.63,1,1,1,0,2.0,0,16,2,1,1,6,4,3,7,9.0,4.0,3.0,4.0,5.0,7,5,4,6,2,18
21000000,133,1,733520,71.0,1,61.0,1,1,1,1,2.0,0,23,3,0,9,4,4,4,7,10.0,4.0,3.0,4.0,9.0,9,7,5,9,8,13
32500000,120,1,733398,76.2,2,67.6,1,0,1,1,2.0,0,2,2,0,1,4,5,3,5,9.0,4.0,3.0,4.0,9.0,9,5,2,7,2,18
32500000,38,0,734479,85.6,1,87.8,1,1,1,1,2.0,0,2,3,1,4,5,6,4,5,8.0,4.0,3.0,4.0,9.0,9,7,1,7,2,16
47000000,133,0,732756,87.0,1,80.0,0,1,1,0,2.0,0,0,3,1,5,5,4,5,10,9.0,5.0,3.0,4.0,4.0,6,1,5,7,12,22
22000000,15,1,732538,74.5,1,75.1,1,1,1,1,2.0,2,2,4,1,4,4,4,3,5,8.0,4.0,3.0,4.0,9.0,4,6,5,7,10,9
15000000,131,1,732868,77.8,1,61.0,1,1,0,0,2.0,0,0,1,1,5,5,6,4,10,8.0,3.0,3.0,4.0,6.0,8,3,3,7,7,20
30500000,72,0,734539,89.0,1,90.6,1,1,1,1,2.0,0,2,3,0,1,3,5,6,9,10.0,5.0,3.0,4.0,7.0,6,5,0,8,2,18
36500000,15,1,733630,85.62,1,81.0,1,0,1,1,2.0,0,16,4,0,4,4,6,6,9,8.0,4.0,3.0,4.0,8.0,7,7,2,8,2,18
32500000,143,1,734144,93.8,2,90.4,1,1,1,1,1.0,0,16,3,1,1,5,6,5,10,6.0,4.0,4.0,4.0,7.0,5,1,2,8,2,16
77000000,133,1,733719,79.6,2,87.6,0,1,1,1,2.0,0,2,3,0,3,5,6,9,9,9.0,6.0,3.0,4.0,4.0,6,4,4,6,6,17
20000000,98,1,733010,61.0,2,61.8,1,1,0,1,2.0,0,0,2,0,6,3,5,4,5,10.0,4.0,3.0,4.0,8.0,8,2,1,7,10,9
30000000,72,0,734652,91.0,1,90.0,1,1,1,1,2.0,0,2,3,1,4,6,4,4,9,10.0,4.0,3.0,4.0,8.0,7,7,3,8,1,4
18000000,126,1,734513,73.4,1,65.8,1,1,1,1,2.0,0,0,2,0,1,4,5,6,8,7.0,3.0,3.0,3.0,4.0,7,3,1,4,14,18
35500000,15,1,733887,86.85,1,87.17,1,1,1,1,2.0,0,16,2,1,8,5,5,5,5,8.0,4.0,3.0,4.0,7.0,8,5,1,7,6,17
27500000,131,1,734138,87.0,2,68.0,0,1,1,1,2.0,0,16,2,0,5,4,5,7,10,7.0,3.0,2.0,4.0,10.0,3,2,1,9,3,11
40000000,15,0,734452,72.0,2,68.5,1,1,1,1,2.0,0,2,3,0,10,5,5,4,7,10.0,4.0,3.0,4.0,9.0,8,6,3,7,2,18
24000000,143,1,733959,71.0,1,70.8,1,1,1,1,2.0,0,2,3,0,1,3,4,5,5,9.0,4.0,3.0,5.0,7.0,9,9,4,8,2,18
42000000,72,0,733839,88.0,1,89.0,1,0,1,1,2.0,0,0,3,1,6,5,4,3,6,10.0,4.0,3.0,4.0,8.0,10,6,2,7,2,18
53500000,61,1,733275,77.4,1,80.0,1,1,1,1,2.0,0,23,3,0,9,3,5,5,5,10.0,4.0,3.0,4.0,6.0,7,7,5,7,9,20
32500000,36,0,734390,91.3,2,85.0,1,1,1,1,2.0,0,0,4,0,3,5,4,5,6,9.0,4.0,3.0,4.0,8.0,9,5,2,9,2,18
43000000,72,1,734272,83.0,1,82.0,1,1,1,0,2.0,0,2,3,1,10,4,4,4,5,9.0,4.0,3.0,4.0,5.0,6,5,6,6,2,18
6000000,15,1,733904,93.28,1,77.5,1,1,1,1,2.0,0,16,3,0,8,4,4,4,8,9.0,4.0,3.0,4.0,8.0,8,4,0,7,6,17
18000000,0,1,734463,76.0,2,71.0,0,1,1,1,2.0,0,0,2,0,4,5,5,4,7,8.0,3.0,3.0,3.0,4.0,5,2,4,4,13,10
19000000,131,0,733279,74.6,2,68.6,1,1,1,1,2.0,0,2,3,0,4,3,4,5,6,10.0,4.0,3.0,4.0,7.0,6,4,6,6,3,24
8000000,72,1,732456,75.83,2,62.0,1,1,1,1,2.0,0,2,3,0,4,4,3,4,10,10.0,4.0,3.0,4.0,6.0,7,5,2,7,8,13
32500000,72,1,734345,91.8,1,89.0,1,1,1,1,2.0,0,2,2,0,3,6,5,5,9,10.0,3.0,3.0,4.0,8.0,10,5,6,9,14,18
32500000,15,1,734301,79.0,1,90.0,1,1,1,1,2.0,0,16,3,0,7,6,5,5,8,9.0,4.0,3.0,1.0,3.0,5,4,2,7,6,17
80000000,51,1,733483,83.4,2,70.0,1,1,1,0,2.0,0,2,3,1,9,6,5,5,5,9.0,5.0,3.0,5.0,7.0,8,4,3,8,4,17
32500000,143,1,734320,74.8,2,65.5,1,1,1,1,2.0,0,0,2,0,2,5,5,4,10,7.0,4.0,3.0,3.0,6.0,7,6,7,8,2,18
12000000,133,1,733266,58.33,1,73.33,1,1,1,1,2.0,0,2,3,0,8,3,3,5,10,10.0,3.0,3.0,4.0,8.0,8,5,3,8,3,11
24000000,72,1,733232,78.3,1,63.8,1,1,0,1,2.0,2,2,3,1,3,4,3,3,9,7.0,3.0,3.0,4.0,4.0,6,5,4,6,6,6
30000000,72,0,734399,83.4,2,80.3,1,1,0,0,2.0,0,16,3,0,4,7,5,4,9,8.0,4.0,3.0,4.0,7.0,7,6,2,8,2,16
16000000,131,1,733994,70.0,2,60.0,0,1,1,1,2.0,2,2,3,0,8,4,3,4,8,10.0,4.0,3.0,4.0,10.0,10,3,0,7,7,20
37000000,133,1,733558,58.0,1,66.4,1,1,1,1,2.0,0,16,2,0,7,3,4,5,5,9.0,3.0,3.0,4.0,8.0,8,4,2,8,3,11
18000000,133,1,733922,50.0,1,62.23,1,1,1,1,2.0,0,2,2,0,3,4,4,4,9,6.0,3.0,3.0,2.0,10.0,8,6,5,8,8,13
24000000,54,1,734367,80.33,2,66.2,0,1,1,1,2.0,0,0,2,0,9,3,5,5,9,7.0,4.0,3.0,3.0,7.0,8,6,4,7,7,20
42500000,143,1,733674,72.8,1,61.33,1,0,0,1,2.0,2,2,3,1,5,4,4,4,8,9.0,5.0,3.0,5.0,9.0,9,6,2,9,10,9
10000000,72,1,733638,64.33,1,52.9,1,1,0,1,2.0,0,16,2,1,5,4,3,3,10,7.0,4.0,2.0,4.0,6.0,6,3,6,6,10,17
31500000,133,1,733947,82.0,1,78.0,1,0,0,1,2.0,0,16,2,1,8,7,4,4,7,10.0,4.0,1.0,4.0,6.0,6,5,4,6,2,16
40500000,15,1,733661,91.0,2,90.4,1,1,1,1,2.0,0,0,3,0,2,4,4,6,5,10.0,4.0,3.0,4.0,5.0,5,4,3,5,2,18
50000000,63,1,733893,95.2,2,91.4,0,1,1,1,1.0,0,9,5,0,7,7,5,8,5,9.0,4.0,4.0,4.0,7.0,7,5,3,7,2,16
12000000,72,1,734178,68.33,1,82.4,1,0,1,1,2.0,0,16,2,1,10,5,5,4,8,10.0,2.0,3.0,4.0,8.0,8,3,5,7,13,10
34500000,143,1,733361,74.8,2,75.4,1,0,1,1,2.0,0,16,2,0,3,6,4,5,10,10.0,4.0,3.0,4.0,4.0,6,4,5,6,2,18
17500000,72,1,733646,88.5,1,94.7,1,1,1,0,2.0,0,16,3,1,3,4,5,6,9,8.0,3.0,3.0,4.0,8.0,9,8,0,5,9,20
40000000,0,1,734241,67.1,2,57.2,1,1,1,0,2.0,0,16,3,0,3,5,6,5,7,9.0,5.0,3.0,4.0,6.0,7,6,5,4,2,18
45000000,170,1,733064,88.53,1,83.88,1,1,0,1,2.0,0,24,3,0,2,5,5,5,7,9.0,4.0,4.0,4.0,4.0,5,2,4,4,12,22
37000000,0,1,733891,87.2,1,72.0,1,1,1,0,2.0,0,0,3,0,2,5,5,4,7,10.0,4.0,3.0,4.0,5.0,6,3,7,4,10,9
32500000,38,0,733639,74.6,1,83.75,1,1,0,1,2.0,0,2,3,1,7,3,3,3,6,7.0,3.0,3.0,4.0,6.0,7,3,3,7,1,4
